utterance,paraphrased,empathy,distance,similarity,grammatical_errors
"Okay, thank you for your response. Having your childhood-self not expressing your {} towards {}, if you don't mind, could you please tell me whether your childhood-self has expressed this negative emotion towards someone else?","Okay, thank you for your response: If you don't mind what your childhood self had expressed this negative emotion towards someone else - could you please tell me if that  against  is not going to do with yourself? ",2.0,28,0.934351921081543,2
"Thank you, I really appreciate your cooperation. Has your childhood-self ever gone through some serious illness or maybe trauma, such as suffering from physical, sexual or psychological abuse? I know that thinking about difficult events from your past can be very uncomfortable, but I am here for you to understand your situation better.","Thank you and I really appreciate your cooperation. Has your childhood-self ever gone through some serious illness or perhaps trauma, such as physical, sexual or psychological abuse? ",2.0,30,0.920715868473053,0
"Thank you, I just want to make sure that we are on the same page. If I understand correctly you're feeling {}, is that correct? Please feel free to correct me if not.",Thanks for this; just to make sure that we are on the same page.  if I understand correctly you feel  or is that correct? ,2.0,16,0.8277820348739624,2
My apologies for misunderstanding how you are actually feeling. It would be really helpful if you could select an emotion below that truly reflects how you are feeling. If so please let me know by selecting it:,It would be really helpful if you could choose an emotion that truly reflects how you feel below : ,2.0,22,0.7608816027641296,0
Thank you for your answer. May I ask whether your childhood-self falls into periods of depressive thoughts or feelings of being a failure from time to time?,Thank you for the answer! ,0.0,24,0.16241520643234253,0
"Thank you for letting me know, I am terribly sorry you are feeling that way. Could this have to do with a specific event? You can be open with me.",Thank you for letting me know I am terribly sorry that you are feeling this way could it have to do with a specific event? ,2.0,12,0.911407470703125,0
"You must be hurting right now. Do you think something recent caused this feeling, or was it something more distant? I hope you did not suffer too much from this event.","Do you think that something relatively recent caused this feeling, or was it something distant? ",1.0,20,0.7413652539253235,0
"Okay, thank you for that. Did you attempt protocol 9 and, if so, did looking back at this recent event reopen wounds that caused an outburst of emotions? If this happened, I hope you didn't suffer too much from that exercise.","Okay, thank you for that: Did you attempt protocol 9 and if so did viewing back at this recent event reopen wounds that caused an outburst of emotion? If this happened, I hope you didn't suffer too much from that exercise. ",2.0,5,0.9741400480270386,1
"I'm very sorry that you are going through this. Were you able to attempt protocol 10, and if so, did you feel like the protocol brought up the same difficult emotions that you experienced in the past? If this happened, I hope you didn't suffer too much from that exercise.","I'm very sorry that you are going through this: if you were able to attempt protocol 10 and if so, did the protocol bring up those same difficult emotions you experienced in the past? If this happened, I hope you didn't suffer too much from that exercise. ",2.0,10,0.9849807620048523,0
"I am sorry that you are hurting, please bear with me while I try to investigate this further. If it's okay, I'm going to ask a few questions to get a better understanding of what you're going through.","I am sorry that you are hurting, please bear with me while I try to investigate this further. If it is okay, I'm going to ask a few questions to get a better understanding of what your going through. ",2.0,3,0.9881802201271057,1
"Thank you so much for sharing, I really appreciate it. I'm in tune with your emotion and we will understand how to overcome it. Now, I have some more questions that I would like to ask, as I hope it will help me understand your situation better. Do you think your childhood-self felt some negative attitudes from {} towards them?",Thank you for sharing and I'm in tune with your emotion and we will understand how to overcome it. Now I have some questions I would like to ask because I hope it will help me better understand your situation : Do you think your childhood-self felt some negative attitudes towards them? ,2.0,16,0.9685112237930298,2
"It's very nice for me to see you feel so good today!! Life has ups and downs and it is great to learn to overcome less fortunate moments and to enjoy the nice days. As we are happy right now,  in order to proceed the conversation, do you mind trying to recall a time when you dealt with some negative emotions?","It was very nice for me to see you feel so good today!! Life has ups and downs and it is great to learn to overcome less fortunate moments and enjoy the nice days. As we are enjoying right now, do you mind trying to recall a time when you dealt with negative emotions? ",2.0,11,0.9732106924057007,1
"I understand you are facing difficulties. Based on what you've told me, I've selected some protocols that may be helpful to you. Please could you take a look and try some of them?","Based on what you have told me I've selected a few protocols that may be helpful to you, could you take a look and try some of them? ",1.0,13,0.8026473522186279,0
"Thank you, I hope that was helpful to you. Has this protocol made you feel better or worse? I really hope I hope the protocol helped you, but feel free to tell me if that's not the case. ","I really hope the protocol helped you, but feel free to tell me if that's not the case. ",2.0,20,0.8322453498840332,0
"I'm so glad you're feeling better, I think this is great! Would you like to continue with another protocol? ","I'm so glad that you are feeling better, I think this is great! ",2.0,11,0.6565499305725098,0
I am really sorry to hear that. Maybe we should sit down together and try another protocol that might be more beneficial to you? ,I am really sorry to hear that maybe we should sit down together and try another protocol that might be more beneficial to you? ,2.0,2,0.9962629079818726,0
"Thank you for your response, but I’m sorry I failed to detect any defense mechanism. Do you want to restart the conversation and provide me with more details?","Thank you for your reply, but I’m sorry to learn that i failed to detect any defense mechanism. Do you want to resume conversation and provide me with more details? ",2.0,7,0.8621599674224854,1
"Alright, thank you. I know this may be hard for you to discuss but your information has been very useful. Now I was wondering if you have ever fought with {}?",Thank you for your thoughts I know this may be difficult for you to discuss but your information has been very useful. ,2.0,17,0.5849882364273071,1
"Thank you for sharing, it helps me understand what you've been going through. Did your childhood-self treat {} in an overly friendly way?","Thank you for sharing, it helps me understand what you've been through. Did your childhood self treat  in an overly friendly way? ",2.0,4,0.9738901853561401,1
"Thanks, I appreciate your answer. I know it isn't always easy, but anything you can tell me will help me to better understand your situation. Are the feelings/attitudes your childhood-self embodied towards {} somehow related to any of their primary guardians (such as caregivers or parents who take the most responsibility about them when they were little)?","I appreciate your answer, it is not always easy but anything you can say will help me understand your situation better : Are the feelings/attitudes that your childhood self was embodied towards  some of their primary guardians (such as caregivers or parents who took the most responsibility about them when they were little) ",2.0,25,0.9381910562515259,1
"Alright, thank you for that. I would really like to understand your emotion better and give you a hand.  Do you think that your childhood-self behaved more childlike or primitive when dealing with {}?","Thank you for that, I would really like to understand your emotion better and give you a hand. Do you think your childhood-self was more childlike or primitive when dealing with? ",2.0,7,0.9405622482299805,0
"Thank you for telling me that. If it's okay with you, may I ask, is there any person who made your childhood-self have this kind of negative feelings?","Thank you for that - if it's okay with you, may I ask if there is some person who made your childhood self have such negative feelings? ",2.0,13,0.9481441378593445,0
"Okay, thank you for your response. Considering your childhood-self has felt {} about {}, but not expressed it. Is it possible that your childhood-self expresses it to someone else?","Okay, thank you for your response. Constantly, your childhood self feels  about, but has not expressed it - Is it possible that your childhood self expresses it to someone else? ",2.0,12,0.9352264404296875,1
"Thank you, I really appreciate your cooperation. I completely feel you, thinking about events where you suffered may hurt sometimes. Has your childhood-self ever suffer from some serious illness or trauma that people abused them physically, sexually, or psychologically?","I completely feel that thinking about events where you suffered may sometimes hurt. Has your childhood ever been from some serious illness or trauma that people abused them physically, sexually or psychologically? ",2.0,13,0.7738977074623108,0
"Thank you for sharing. From what you've told me, it sounds like you're feeling {}, is this right? Please feel free to correct me if not.",Thanks for sharing. It sounds like you are feeling the  is this right? ,2.0,19,0.8147813677787781,1
"I am sorry, perhaps I misunderstood how you are feeling. If you could, please tell me how you're feeling by selecting from the list below: If so please let me know by selecting it:","If you would, please tell me how you are feeling by selecting from the list below: ",1.0,22,0.7499538660049438,0
"I understand, thank you for taking the time to answer that. It must be very difficult for you right now. I completely understand how you feel. Does your childhood-self sometimes feel depressed or like a failure?","I understand, thank you for taking the time to answer this I feel very hard for you right now. I completely understand what you feel. Does your childhood-self sometimes feel depressed or like a failure? ",2.0,6,0.9739638566970825,0
"Thank you for letting me know, I am terribly sorry you are feeling that way. Can you tell me if a specific event may have caused that? If so, I hope it wasn't too difficult for you.","Thank you for letting me know, I am terribly sorry that you are feeling this way. Can you tell me if a specific event could have caused this? If so, then I hope it wasn't too difficult for you to decide! ",2.0,8,0.9585651755332947,0
"You must be hurting right now. Do you think something recent caused this feeling, or was it something more distant? Either way, I hope it wasn't too traumatic for you.","Do you think something recent caused this feeling, or was it something more distant? Either way, I hope it wasn't too stressful for you right now. ",2.0,10,0.8215694427490234,0
"Thank you for being so open, I'm trying to determine the best way to help and know how hard it is to revisit recent painful events. Have you tried protocol 9, and did it cause you to feel any negative emotions? If this happened, I hope you didn't suffer too much from that exercise.","I am trying to determine the best way to help and know how hard it is to revisit recent painful events. Have you tried protocol 9 and did it cause you to feel any negative emotions? If this happened, I hope you didn't suffer too much from that exercise! ",2.0,9,0.9746845960617065,0
"I'm very sorry that you are going through this. Did you try to complete protocol 10 and it resulted in reawakening some bad feelings due to things that happened in the past? If this happened, I hope you didn't suffer too much from that exercise.","If this happened, I hope you didn't suffer too much from that exercise. ",2.0,32,0.660272479057312,0
"I am sorry that you are hurting, please bear with me while I try to investigate this further. What I'd like to do now is ask a few questions about what's going on just so that I can better understand what's happening.","Was I sorry you are hurting, please bear with me while I try to investigate this further ; what I'd like now is to ask some questions about what's going on just so that I can better understand what is happening. ",2.0,13,0.9778947830200195,1
"It is nice of you to share that with me. I'm in tune with your emotion and we will understand how to overcome it. If you agree, I would like to ask you some more questions so I can better understand your situation. Have you noticed that {} has a negative attitude toward your childhood-self?","It is nice of you to share this with me - I'm in tune with your emotion and will understand how to overcome it. If you agree, I would like to ask some more questions to better understand your situation. Have you noticed that  has a negative attitude towards your childhood self? ",2.0,12,0.9744752645492554,1
"Brilliant, I’m glad to hear that you sound positive now! But it is also good to learn how to handle negative emotions. In order to proceed our conversation, would you mind recalling a painful episode when you had difficult feelings? ","Brilliant, I am glad to hear that you now sound positive - but it is also good to learn how to handle negative emotions. ",2.0,23,0.8189465999603271,0
"I feel sorry for your situation. I understand that it might not be easy to overcome difficult emotions. For more help, I've put together some tips on how to cope with negative feelings that you might find useful. Can I ask if you would be interested in trying with some of them by any chance?",I feel sorry for your situation and understand that it might not be easy to overcome difficult emotions - I've put together some useful tips on how to cope with negative feelings that you might find useful. May I ask if you would be interested in trying some of them at any chance? ,2.0,10,0.9774273633956909,0
"Thank you, I hope that was helpful to you. Now that the protocol is finished, do you feel any differently to how you felt beforehand? I really hope I hope the protocol helped you, but feel free to tell me if that's not the case. ","Thank you, I hope that was helpful to you. Now that the protocol is finished do you feel differently to how you felt before? I really hope I hope the protocol helped you, but feel free to tell me if that's not the case ",2.0,4,0.9802611470222473,0
"I'm so glad you're feeling better, I think this is great! Would you like to try something new now? ","Am I glad you are feeling better, I think this is great! ",1.0,12,0.7938013672828674,0
"Not every protocol works for everyone, and that's okay, I would recommend not giving up and trying again. Would you like to try again with a different one? ","Not every protocol works for everyone, and that's OK - I would recommend not giving up and trying again - Would you like to try again with a different protocol? ",2.0,5,0.9680758118629456,0
"My apologies, but I am unable to detect any defense mechanism from what you’ve told me. Would you prefer to end the conversation now or play it again?","Hello, My Apologies but I am unable to detect any defense mechanism from what you’ve told me. Would you prefer to end the conversation now or play it again? ",2.0,2,0.9875440001487732,0
"I understand, thanks. I know this may be hard for you to discuss but your information has been very useful. Have you have ever fought with {}?",I understand  You can usually comment on this hard-to-debate topic but your information has been very helpful. ,2.0,20,0.46456998586654663,2
"Okay, thank you for your honesty. I understand your childhood-self felt negative emotions towards {}, but has it happened that your childhood-self treated {} in an excessively friendly manner?","Okay, thank you for your honesty, I understand that your childhood self felt negative emotions towards  but has it happened that your childhood self treated  in an excessively friendly manner? ",2.0,8,0.9614791870117188,2
"Thank you, I know it isn't always easy, but anything you can tell me will help me to better understand your situation. Is the feelings/attitudes your childhood-self have about {} similar to any of their primary caregivers (such as parents or relatives who take the most of the responsibility of taking care of them when they were little)?","I know it isn't always easy, but anything you can tell me will help me better understand your situation. Are the feelings/attitudes that your childhood self has about  similar to any of their primary caregivers (such as parents or relatives who take the most responsibility for taking care of them when they were little)? ",2.0,12,0.9644132852554321,1
"Alright, thank you for that. I would really like to understand your emotion better and give you a hand. Then I would like to ask if your childhood-self behaviors are, to some extent, more childlike or primitive with respect to {}?","As I said at the beginning  Thank you for that...I would really like to understand your emotion better and give you a hand, then I would like to ask if your childhood behaviors are, in some way more childlike or primitive with respect to? ",2.0,16,0.9334017038345337,2
"Wonderful, thanks for your sharing. I understand it may be difficult, but I would greatly appreciate it if you could share this with me. May I ask, are your childhood-self's current feelings due to something that happened with a specific person?",Would love for you to share your experiences with me - I understand it may be difficult - but I would greatly appreciate it if you could share this with me. May I ask are your feelings about your childhood due to something that occurred with a specific person? ,2.0,17,0.8754170536994934,0
"Thank you for opening up to me. I'd like to help you understand your negative thoughts. From what you said, your childhood-self has felt but not expressed {} towards {}, but has your childhood-self taken it out on another person?","Thank you for opening to me, I'd like help understand your negative thoughts. From what you said, your childhood-self has felt but expressed it  towards, but has taken that out on another person? ",2.0,11,0.9524538516998291,1
"It can be uncomfortable to think about difficult events that have occurred. But I am here for you to understand your situation better, I hope you don’t mind me asking if your childhood-self has ever experience some serious illness or trauma, for example, was your childhood-self ever abused physically, sexually, or psychologically by others?","It can be uncomfortable to think about difficult events that have occurred. But I am here for you : to understand better your situation, I hope you don’t mind me asking if your childhood self has ever experienced some serious illness or trauma; for example was your childhood self ever physically, sexually or psychologically abused by others? ",2.0,14,0.9902771711349487,0
"Thank you for opening up to me. From what you have told me I would say that you are feeling {} right now, does that sound about right? Please feel free to correct me if not.","Thank you for opening up to me. From what I have said to you, I would say that you are feeling  right now does that sound about right?  Please feel free to correct me if not ",2.0,7,0.9620282649993896,1
"I am sorry, perhaps I misunderstood how you are feeling. Please give me a bit of help to make sure I do understand, you can select from this list of emotions the one that best describes what you're feeling:","I am sorry, perhaps I misunderstood how you are feeling. Please give me a bit of help to make sure I understand! You can select the one that best describes what you're feeling from this list of emotions : ",2.0,15,0.9873144626617432,0
"Thank you for letting me know. I completely understand how you are feeling and it must be so hard. Did your childhood-self feel pessimistic, depressed or even like a failure from time to time?","Thank you very much for letting me know I completely understand how you are feeling and it must be so hard to describe yourself as your childhood self: Did your childhood-self feel pessimistic, depressed or even like a failure from time to time? ",2.0,11,0.9409711360931396,0
"I'm sorry to hear you aren't feeling well. So that I can help you better, could you tell me if a specific event caused you to feel this way? You can be open with me.",Please help me better so that I can help you better - could you tell me if a specific event has caused you to feel this way? ,2.0,18,0.7675888538360596,0
You must be hurting right now. Would you say that it was a recent or distant event (or events) that caused this emotion? I hope you did not suffer too much from this event.,You must be hurting right now Would you say that this emotion was a recent or distant event (or events) that caused this emotion? I hope that you did not suffer too much from this event. ,2.0,4,0.970547080039978,0
"Thank you for being so open, I'm trying to determine the best way to help and know how hard it is to revisit recent painful events. Did you notice if there were unbearable emotions that came up from attempting protocol 9 (if you have attempted it), due to recent events? If this happened, I hope you didn't suffer too much from that exercise.","I’m trying to determine the best way to help and know how hard it is to revisit recent painful events, did you notice if there were unbearable emotions that came up by attempting Protocol 9 (if you have attempted it) due to recent events? If this happened, I hope you didn't suffer too much from that exercise. ",2.0,12,0.9775949716567993,0
"I'm very sorry that you are going through this. Did you notice if there were unbearable emotions that came up from attempting protocol 10 (if you have attempted it), due to past events? If this happened, I hope you didn't suffer too much from that exercise.","I'm very sorry that you are going through this - did you notice if there were unbearable emotions that came up due to previous events from attempting protocol 10 (if you have attempted it)? If this happened, I hope you didn't suffer too much from this exercise. ",2.0,13,0.9894160628318787,0
