utterance,paraphrased,empathy,distance,similarity,grammatical_errors
"Thanks, I understand. I completely understand how you are feeling and it must be so hard. Does your childhood-self feel depressed or feel like being a failure from time to time?","Thanks, I understand. I completely understand how you are feeling and it must be so hard. Does your childhood-self feel depressed or feel like being a failure from time to time?",2.0,0,1.0,0
"Thank you for letting me know, I am terribly sorry you are feeling that way. Do you feel that your current emotion may have been caused by a specific event or events? You can be open with me.",i'm terribly sorry you feel this way do you feel your current emotion may have been caused by a specific event or events?,2.0,20,0.9093287587165833,1
"I'm sorry, that must have been hard. May I also ask if it was caused by a recent or distant event (or events)? I hope you did not suffer too much from this event.",i'm sorry it must have been hard,1.0,31,0.5063149333000183,1
"Okay, thank you for that. Have you given protocol 9 a try and did it spark the same difficult emotions you felt toward this event? If this happened, I hope you didn't suffer too much from that exercise.",if this happened i hope you didn't suffer much from this exercise,1.0,31,0.6750826835632324,2
"Knowing that your feelings are important to me, I need to ask you about your previous interactions with the protocols. Were you able to attempt protocol 10, and if so, did you feel like the protocol brought up the same difficult emotions that you experienced in the past? If this happened, I hope you didn't suffer too much from that exercise.",knowing your feelings are important to me i have to ask you about your previous interactions with the protocols,2.0,47,0.7674905061721802,3
"I am sorry that you are hurting, please bear with me while I try to investigate this further. To understand the reason why you are feeling this way in detail, I would now like to ask you some questions, if I may.",please understand that you are hurting please keep working with me to try to investigate this further,2.0,33,0.6412839889526367,1
"I appreciate you sharing that with me. I would like to proceed with some more questions if you agree, so I can understand your situation better. Would you say that {} has some negative attitude towards your childhood-self?",i appreciate that you shared it with me i'd like to proceed with a few more questions if you agree so i can understand your situation better,2.0,24,0.6355422735214233,4
"That's good! I am happy to hear that you are feeling great now. But because my job is to help people better handle difficult emotions, I have an unusual favor to ask in order to proceed the conversation. If I may, could you try to recall a painful episode when you had difficult emotions in the past?",if i may - can you try to recall a painful moment when you have had difficult emotions in the past?,1.0,44,0.6971021890640259,2
"It is not easy to overcome difficult emotions. For more help, I've put together some tips on how to cope with negative feelings that you might find useful. Are you interested in trying some of them by any chance?",for more help i've put together some tips on how to deal with negative feelings that you might find useful,1.0,24,0.7633668184280396,2
"Welcome back! Has this protocol made you feel better or worse? I really hope I hope the protocol helped you, but feel free to tell me if that's not the case. ",have you ever felt better after using this protocol?,0.0,30,0.716920793056488,1
"OK, that's great to hear. How about we try another one and see how we get on? ","OK, that's great to hear. How about we try another one and see how we get on? ",2.0,0,1.0,0
"OK, don't worry, we have a few more that might work better for you. Maybe we should sit down together and try another protocol that might be more beneficial to you? ",okay okay don't worry we have some other ways that might work better for you maybe we should try another protocol that might be more beneficial to you?,2.0,12,0.9174060821533203,1
"Unfortunately, I currently cannot fully understand what is going on beneath your feelings. Could you please allow me to restart the conversation or give it a try next time?",unfortunately i cannot currently understand what goes on under your feelings can you please allow me to restart the conversation or give it a try next time?,1.0,9,0.9404807090759277,2
Thank you. I know this may be hard for you to discuss but your information has been very useful. Do you mind telling me if you have ever had a real fight with {}?,i know it might be hard to discuss but your information was very helpful do you mind telling me if you have ever had a real fight with ,2.0,12,0.8892930746078491,3
"Thank you so much, this is really helpful. Do you think your childhood-self treats {} way too friendly sometimes?","Thank you so much, this is really helpful. Do you think your childhood-self treats {} way too friendly sometimes?",2.0,0,1.0,0
"Thanks, I fully understand your situation. I know it isn't always easy, but anything you can tell me will help me to better understand your situation. Can I also ask whether the feelings/attitudes your childhood-self has about {} are similar to any of their primary caregivers? For example, parents or relatives who take most of the responsibility of taking care of them during childhood.","Thanks, I fully understand your situation. I know it isn't always easy, but anything you can tell me will help me to better understand your situation. Can I also ask whether the feelings/attitudes your childhood-self has about {} are similar to any of their primary caregivers? For example, parents or relatives who take most of the responsibility of taking care of them during childhood.",2.0,0,0.9999998807907104,0
 Thank you for your response. I would really like to understand your emotion better and give you a hand. Do you feel that your childhood-self can sometimes have some particular behaviors towards {} that can be seen as childlike or primitive?,thank you for your response i would really like to understand your emotion better and give you a hand do you feel that your childhood-self can sometimes have some specific behaviors that can be seen as childlike,2.0,10,0.9217889308929443,2
"Thanks for your sharing. I understand it may be difficult, but I would greatly appreciate it if you could share this with me. May I ask if you think your negative emotion results from your childhood-self’s interaction with someone else?",i understand it may be difficult but i would greatly appreciate if you could share this with me is your negative emotion a result of your childhood experience with another person?,2.0,22,0.8849241733551025,2
"I understand, thank you for letting me know. So you find that your childhood-self has felt {} towards {} but kept it to themselves. Now I was wondering if your childhood-self is releasing this pent up emotions towards someone else?","I understand, thank you for letting me know. So you find that your childhood-self has felt {} towards {} but kept it to themselves. Now I was wondering if your childhood-self is releasing this pent up emotions towards someone else?",2.0,0,1.0,1
"I am so sorry, but would you mind telling me whether your childhood-self has experienced some serious illness/ trauma that they might suffer from physical, sexual or psychological abuse? I understand that thinking about difficult events can be uncomfortable at times, but I will help you deal with difficult emotions and give you some suggestions later.",i'm sorry but would you mind telling me whether your childhood-self experienced some serious illness or trauma that they might suffer physical sexual or psychological abuse?,2.0,36,0.8648898005485535,2
"Thank you for sharing your emotions. It sounds like your are {}, is that right? Please feel free to correct me if not.","Thank you for sharing your emotions. It sounds like your are {}, is that right? Please feel free to correct me if not.",2.0,0,1.0,1
"I'm sorry, maybe I'm not the best at reading people. It would be really helpful if you could select an emotion below that truly reflects how you are feeling. If so please let me know by selecting it:",it would be really helpful if you could select an emotion below that accurately reflects how you are feeling,2.0,22,0.79285728931427,1
"I understand, thank you for taking the time to answer that. I completely feel you, it must be difficult. Every once in a while, does your childhood-self feel miserable or feel defeated?","I understand, thank you for taking the time to answer that. I completely feel you, it must be difficult. Every once in a while, does your childhood-self feel miserable or feel defeated?",2.0,0,0.9999999403953552,0
"Thank you for letting me know, I am terribly sorry you are feeling that way. Did something happen to make you feel this way? You can be open with me.",thank you for letting me know i'm so sorry to hear you're feeling this way,2.0,23,0.7198009490966797,2
"I'm sorry, that must have been hard. May I also ask if it was caused by a recent or distant event (or events)? Either way, I hope it wasn't too traumatic for you.",i'm sorry it must have been hard can i ask if it was caused by a recent or distant event? either way i hope it wasn't too traumatic for you,2.0,14,0.9578179121017456,4
"Okay, thank you for that. Did you happen to try protocol 9 and do you think that may be why you are having these negative feelings? If this happened, I hope you didn't suffer too much from that exercise.",did you try protocol 9 do you think this may be the reason you have these negative feelings? if this happened i hope you didn't suffer too much from that exercise?,2.0,18,0.9453772902488708,3
"Thank you for sharing this with me, I understand it can be difficult. Have you tried protocol 10 recently and found it brought uncontrollable emotions stemming from past events back to life? If this happened, I hope you didn't suffer too much from that exercise.",thank you for sharing this with me i understand that it can be difficult have you tried protocol 10 recently and found it brought uncontrollable emotions stemming from past events back to life? if this happened i hope you didn't suffer too much from that exercise,2.0,10,0.9931989908218384,6
"I am sorry that you are hurting, please bear with me while I try to investigate this further. I am going to ask you some questions so we can get to the bottom of what is troubling you.",i'm sorry you hurt please bear with me while i try to investigate this further i'm going to ask you questions so we can get to the bottom of what bothers you,2.0,13,0.8903156518936157,4
"I appreciate you sharing that with me. I'm in tune with your emotion and we will understand how to overcome it. If you don't mind, do you have the feeling that {} has some negative attitude towards your childhood-self?","I appreciate you sharing that with me. I'm in tune with your emotion and we will understand how to overcome it. If you don't mind, do you have the feeling that {} has some negative attitude towards your childhood-self?",2.0,0,1.0,1
"That's good! I am happy to hear that you are feeling great now. I am sorry to bother you, but my job is to help people better handle difficult emotions, and in order to proceed the conversation, may I kindly ask you to recall a painful episode when you had difficult emotions in the past? ",i'm sorry to bother you but my job is to help people better deal with difficult emotions and in order to continue the conversation i'll ask you to recall a painful episode when you had difficult emotions in the past,2.0,25,0.9140538573265076,3
I totally understand this situation and to be honest it's not easy to overcome negative feelings. But there are definitely some helpful tips that you may try. Would you like to take a look and try some protocols?,i completely understand this situation and to be honest it's not easy to overcome negative feelings but there are definitely some helpful tips you may try,2.0,16,0.8195275664329529,2
"Thank you and welcome back. How do you feel after completing this protocol, better or worse? I really hope I hope the protocol helped you, but feel free to tell me if that's not the case. ",how do you feel after completing this protocol better or worse?,0.0,27,0.7359932065010071,1
"I'm so glad you're feeling better, I think this is great! How about we try another one and see how we get on? ",i'm so glad you feel better i think it's great,2.0,20,0.650216817855835,2
Sorry to hear you are feeling worse. How about we try another one and see how we get on with that one? ,sorry to hear that you're feeling worse how about we try another one and see how we get on with it?,2.0,7,0.9724464416503906,1
I am currently unable to fully understand what is going on under your feelings. Could you please allow me to restart the conversation or give it a try next time?,can you please allow me to restart the conversation or give it another try next time?,1.0,16,0.7739652991294861,1
"I know this may be hard for you to discuss but your information has been very useful. May I further ask whether you have had an extreme conflict with {}, for example, a fight?",i know it may be difficult for you to discuss but your information has been very useful may i further ask whether you had an extreme conflict?,2.0,14,0.8836462497711182,3
"Thank you for sharing, it helps me understand what you've been going through. Do you think your childhood-self treated {} in an excessively friendly manner?","Thank you for sharing, it helps me understand what you've been going through. Do you think your childhood-self treated {} in an excessively friendly manner?",2.0,0,1.0,0
"Thank you for the response, it is good to know that. I know it isn't always easy, but anything you can tell me will help me to better understand your situation. May I ask, does your childhood-self have similar emotions towards {} to their primary caregivers?",i know it's not always easy but anything you can tell me will help me understand your situation could i ask your parents for help if they don't have the same feelings as their parents?,2.0,35,0.5469478964805603,2
 Thank you for your response. I would really like to understand your emotion better and give you a hand. Do you think that your childhood-self behave more childlike to {}?,thank you for your response i really want to understand your emotion better and give you a hand,2.0,17,0.7007768750190735,2
"Thanks for your reply. If it's okay to proceed, could you please tell me whether this negative emotion is related more or less to your childhood-self’s interaction with someone else?",if i'm okay to proceed could you tell me whether this negative emotion is more or less related to your childhood-self interaction with another person?,1.0,13,0.9203872680664062,2
"Okay, thank you for your response. Having your childhood-self not expressing your {} towards {}, if you don't mind, could you please tell me whether your childhood-self has expressed this negative emotion towards someone else?","Okay, thank you for your response. Having your childhood-self not expressing your {} towards {}, if you don't mind, could you please tell me whether your childhood-self has expressed this negative emotion towards someone else?",2.0,0,1.0,0
"Thank you, I really appreciate your cooperation. Has your childhood-self ever gone through some serious illness or maybe trauma, such as suffering from physical, sexual or psychological abuse? I know that thinking about difficult events from your past can be very uncomfortable, but I am here for you to understand your situation better.",thank you i really appreciate your cooperation have your childhood self ever suffered from some serious illness or maybe trauma such as physical sexual or psychological abuse? i know that thinking about difficult events from your past can be very uncomfortable but i am here to help you understand your situation better,2.0,20,0.9698883891105652,4
"Thank you, I just want to make sure that we are on the same page. If I understand correctly you're feeling {}, is that correct? Please feel free to correct me if not.",thank you i just want to make sure we are on the same page,1.0,23,0.6910990476608276,2
My apologies for misunderstanding how you are actually feeling. It would be really helpful if you could select an emotion below that truly reflects how you are feeling. If so please let me know by selecting it:,it would be really helpful if you could select an emotion below that truly reflects how you are feeling,2.0,20,0.8282337784767151,1
Thank you for your answer. May I ask whether your childhood-self falls into periods of depressive thoughts or feelings of being a failure from time to time?,could i ask whether your childhood self often falls into periods of depressive thoughts or feelings of being a failure?,1.0,15,0.9296292662620544,2
"Thank you for letting me know, I am terribly sorry you are feeling that way. Could this have to do with a specific event? You can be open with me.",thank you for letting me know i'm terribly sorry to know that you're feeling this way could this have to do with a particular event?,2.0,18,0.8612930774688721,2
"You must be hurting right now. Do you think something recent caused this feeling, or was it something more distant? I hope you did not suffer too much from this event.",i hope you did not suffer too much from this,1.0,22,0.627474308013916,1
"Okay, thank you for that. Did you attempt protocol 9 and, if so, did looking back at this recent event reopen wounds that caused an outburst of emotions? If this happened, I hope you didn't suffer too much from that exercise.","Okay, thank you for that. Did you attempt protocol 9 and, if so, did looking back at this recent event reopen wounds that caused an outburst of emotions? If this happened, I hope you didn't suffer too much from that exercise.",2.0,0,1.0,0
"I'm very sorry that you are going through this. Were you able to attempt protocol 10, and if so, did you feel like the protocol brought up the same difficult emotions that you experienced in the past? If this happened, I hope you didn't suffer too much from that exercise.",were you able to attempt protocol 10 and if so did you feel like the protocol brought up the same difficulties that you experienced in the past? if this happened i hope you didn't suffer too much,2.0,20,0.8753170967102051,3
"I am sorry that you are hurting, please bear with me while I try to investigate this further. If it's okay, I'm going to ask a few questions to get a better understanding of what you're going through.",i'm sorry you're hurting please keep in touch with me as i try to investigate this further if it's okay i'm going to ask some questions to get a better understanding of what you're going through,2.0,17,0.8362027406692505,3
"Thank you so much for sharing, I really appreciate it. I'm in tune with your emotion and we will understand how to overcome it. Now, I have some more questions that I would like to ask, as I hope it will help me understand your situation better. Do you think your childhood-self felt some negative attitudes from {} towards them?",thank you so much for sharing i really appreciate it i'm in tune with your emotion and we'll understand how to overcome it now i have a few more questions that i'd like to ask as i hope it will help me,2.0,33,0.7139469385147095,7
"It's very nice for me to see you feel so good today!! Life has ups and downs and it is great to learn to overcome less fortunate moments and to enjoy the nice days. As we are happy right now,  in order to proceed the conversation, do you mind trying to recall a time when you dealt with some negative emotions?","It's very nice for me to see you feel so good today!! Life has ups and downs and it is great to learn to overcome less fortunate moments and to enjoy the nice days. As we are happy right now,  in order to proceed the conversation, do you mind trying to recall a time when you dealt with some negative emotions?",2.0,0,1.0,2
"I understand you are facing difficulties. Based on what you've told me, I've selected some protocols that may be helpful to you. Please could you take a look and try some of them?",i know you are facing difficulties based on what you have said i've chosen some protocols that may be helpful to you please take a look and try some of them,2.0,14,0.9506773352622986,2
"Thank you, I hope that was helpful to you. Has this protocol made you feel better or worse? I really hope I hope the protocol helped you, but feel free to tell me if that's not the case. ",i hope this was helpful for you has this protocol made you feel better or worse?,2.0,27,0.8614388704299927,1
"I'm so glad you're feeling better, I think this is great! Would you like to continue with another protocol? ","I'm so glad you're feeling better, I think this is great! Would you like to continue with another protocol? ",2.0,0,1.0,0
I am really sorry to hear that. Maybe we should sit down together and try another protocol that might be more beneficial to you? ,maybe we can discuss a new protocol that may be more beneficial for you?,1.0,17,0.7708761096000671,1
"Thank you for your response, but I’m sorry I failed to detect any defense mechanism. Do you want to restart the conversation and provide me with more details?",thank you for your response but i'm sorry i failed to detect any defense mechanism do you want to restart the conversation and give me more details?,2.0,8,0.9891866445541382,3
"Alright, thank you. I know this may be hard for you to discuss but your information has been very useful. Now I was wondering if you have ever fought with {}?",i know it may be hard for you to discuss but your information has been very useful,2.0,17,0.5586015582084656,2
"Thank you for sharing, it helps me understand what you've been going through. Did your childhood-self treat {} in an overly friendly way?",thank you for sharing it helps me understand what you've been through,1.0,14,0.6153494119644165,1
"Thanks, I appreciate your answer. I know it isn't always easy, but anything you can tell me will help me to better understand your situation. Are the feelings/attitudes your childhood-self embodied towards {} somehow related to any of their primary guardians (such as caregivers or parents who take the most responsibility about them when they were little)?","Thanks, I appreciate your answer. I know it isn't always easy, but anything you can tell me will help me to better understand your situation. Are the feelings/attitudes your childhood-self embodied towards {} somehow related to any of their primary guardians (such as caregivers or parents who take the most responsibility about them when they were little)?",2.0,0,1.0000001192092896,0
"Alright, thank you for that. I would really like to understand your emotion better and give you a hand.  Do you think that your childhood-self behaved more childlike or primitive when dealing with {}?","Alright, thank you for that. I would really like to understand your emotion better and give you a hand.  Do you think that your childhood-self behaved more childlike or primitive when dealing with {}?",2.0,0,1.0,0
"Thank you for telling me that. If it's okay with you, may I ask, is there any person who made your childhood-self have this kind of negative feelings?",if it's okay with you i can ask you has anyone made your childhood self have this kind of negative feelings?,2.0,18,0.8935356736183167,3
"Okay, thank you for your response. Considering your childhood-self has felt {} about {}, but not expressed it. Is it possible that your childhood-self expresses it to someone else?","Okay, thank you for your response. Considering your childhood-self has felt {} about {}, but not expressed it. Is it possible that your childhood-self expresses it to someone else?",2.0,0,1.0,0
"Thank you, I really appreciate your cooperation. I completely feel you, thinking about events where you suffered may hurt sometimes. Has your childhood-self ever suffer from some serious illness or trauma that people abused them physically, sexually, or psychologically?","Thank you, I really appreciate your cooperation. I completely feel you, thinking about events where you suffered may hurt sometimes. Has your childhood-self ever suffer from some serious illness or trauma that people abused them physically, sexually, or psychologically?",2.0,0,0.9999999403953552,0
"Thank you for sharing. From what you've told me, it sounds like you're feeling {}, is this right? Please feel free to correct me if not.","Thank you for sharing. From what you've told me, it sounds like you're feeling {}, is this right? Please feel free to correct me if not.",2.0,0,1.0,0
"I am sorry, perhaps I misunderstood how you are feeling. If you could, please tell me how you're feeling by selecting from the list below: If so please let me know by selecting it:",if you could tell me how you feel by selecting from the list below,1.0,25,0.6909164190292358,1
"I understand, thank you for taking the time to answer that. It must be very difficult for you right now. I completely understand how you feel. Does your childhood-self sometimes feel depressed or like a failure?",i understand thank you for taking the time to answer that it must be very hard for you right now i completely understand how you feel,2.0,17,0.6500478982925415,2
"Thank you for letting me know, I am terribly sorry you are feeling that way. Can you tell me if a specific event may have caused that? If so, I hope it wasn't too difficult for you.",thank you for telling me i am terribly sorry that you are feeling this way can you tell me if a specific event may have caused that?,2.0,18,0.902397871017456,2
"You must be hurting right now. Do you think something recent caused this feeling, or was it something more distant? Either way, I hope it wasn't too traumatic for you.",is there something recently that caused this feeling or was it something more distant?,0.0,22,0.6140111684799194,1
"Thank you for being so open, I'm trying to determine the best way to help and know how hard it is to revisit recent painful events. Have you tried protocol 9, and did it cause you to feel any negative emotions? If this happened, I hope you didn't suffer too much from that exercise.","Thank you for being so open, I'm trying to determine the best way to help and know how hard it is to revisit recent painful events. Have you tried protocol 9, and did it cause you to feel any negative emotions? If this happened, I hope you didn't suffer too much from that exercise.",2.0,0,0.9999999403953552,0
"I'm very sorry that you are going through this. Did you try to complete protocol 10 and it resulted in reawakening some bad feelings due to things that happened in the past? If this happened, I hope you didn't suffer too much from that exercise.","I'm very sorry that you are going through this. Did you try to complete protocol 10 and it resulted in reawakening some bad feelings due to things that happened in the past? If this happened, I hope you didn't suffer too much from that exercise.",2.0,0,1.0000001192092896,1
"I am sorry that you are hurting, please bear with me while I try to investigate this further. What I'd like to do now is ask a few questions about what's going on just so that I can better understand what's happening.",i'm sorry you hurt please bear with me while i try to investigate this further what i'd like to do right now is ask a few questions to understand what's going on,2.0,21,0.8721303939819336,4
"It is nice of you to share that with me. I'm in tune with your emotion and we will understand how to overcome it. If you agree, I would like to ask you some more questions so I can better understand your situation. Have you noticed that {} has a negative attitude toward your childhood-self?",it is nice of you to share this with me i am in tune with your emotion and we will understand how to overcome it if you agree i'd like to ask you a few more questions to better understand your situation has,2.0,27,0.7985202670097351,5
"Brilliant, I’m glad to hear that you sound positive now! But it is also good to learn how to handle negative emotions. In order to proceed our conversation, would you mind recalling a painful episode when you had difficult feelings? ",brilliant i'm glad to hear you sound good now but it's also good to learn how to handle negative emotions,2.0,27,0.8055794835090637,3
"I feel sorry for your situation. I understand that it might not be easy to overcome difficult emotions. For more help, I've put together some tips on how to cope with negative feelings that you might find useful. Can I ask if you would be interested in trying with some of them by any chance?",i feel sorry for your situation i understand that it might not be easy to overcome difficult emotions for more help i've compiled some tips on how to cope with negative feelings that you might find useful,2.0,27,0.9034750461578369,3
"Thank you, I hope that was helpful to you. Now that the protocol is finished, do you feel any differently to how you felt beforehand? I really hope I hope the protocol helped you, but feel free to tell me if that's not the case. ",i really hope the protocol helped you but feel free to tell me if that isn't the case,2.0,32,0.7945799231529236,1
"I'm so glad you're feeling better, I think this is great! Would you like to try something new now? ",i'm so glad you feel better i think it's great,2.0,16,0.7240716814994812,2
"Not every protocol works for everyone, and that's okay, I would recommend not giving up and trying again. Would you like to try again with a different one? ","Not every protocol works for everyone, and that's okay, I would recommend not giving up and trying again. Would you like to try again with a different one? ",2.0,0,1.0,0
"My apologies, but I am unable to detect any defense mechanism from what you’ve told me. Would you prefer to end the conversation now or play it again?",i can't detect a defense mechanism from what you told me do you prefer to end this conversation now or play it again?,1.0,12,0.9012429714202881,1
"I understand, thanks. I know this may be hard for you to discuss but your information has been very useful. Have you have ever fought with {}?",i know that this may be hard for you to discuss but your information has been very helpful have you ever fought with?,2.0,10,0.8828611373901367,2
"Okay, thank you for your honesty. I understand your childhood-self felt negative emotions towards {}, but has it happened that your childhood-self treated {} in an excessively friendly manner?","Okay, thank you for your honesty. I understand your childhood-self felt negative emotions towards {}, but has it happened that your childhood-self treated {} in an excessively friendly manner?",2.0,0,0.9999998807907104,0
"Thank you, I know it isn't always easy, but anything you can tell me will help me to better understand your situation. Is the feelings/attitudes your childhood-self have about {} similar to any of their primary caregivers (such as parents or relatives who take the most of the responsibility of taking care of them when they were little)?","Thank you, I know it isn't always easy, but anything you can tell me will help me to better understand your situation. Is the feelings/attitudes your childhood-self have about {} similar to any of their primary caregivers (such as parents or relatives who take the most of the responsibility of taking care of them when they were little)?",2.0,0,0.9999998807907104,0
"Alright, thank you for that. I would really like to understand your emotion better and give you a hand. Then I would like to ask if your childhood-self behaviors are, to some extent, more childlike or primitive with respect to {}?",i would really like to understand your emotion better and give you a hand then i would like to ask you if your childhood-self behaviors are to some extent more childlike or primitive with ,2.0,15,0.9385135173797607,2
"Wonderful, thanks for your sharing. I understand it may be difficult, but I would greatly appreciate it if you could share this with me. May I ask, are your childhood-self's current feelings due to something that happened with a specific person?","Wonderful, thanks for your sharing. I understand it may be difficult, but I would greatly appreciate it if you could share this with me. May I ask, are your childhood-self's current feelings due to something that happened with a specific person?",2.0,0,1.0,0
"Thank you for opening up to me. I'd like to help you understand your negative thoughts. From what you said, your childhood-self has felt but not expressed {} towards {}, but has your childhood-self taken it out on another person?",thank you for being open to me i would like to help you understand your negative thoughts,2.0,31,0.6469069719314575,3
"It can be uncomfortable to think about difficult events that have occurred. But I am here for you to understand your situation better, I hope you don’t mind me asking if your childhood-self has ever experience some serious illness or trauma, for example, was your childhood-self ever abused physically, sexually, or psychologically by others?",i am here to understand your situation better i hope you dont mind asking me if your childhood-self has ever experienced some serious illness or trauma?,2.0,36,0.7818601131439209,3
"Thank you for opening up to me. From what you have told me I would say that you are feeling {} right now, does that sound about right? Please feel free to correct me if not.",thank you for opening up to me,1.0,30,0.5207085609436035,1
"I am sorry, perhaps I misunderstood how you are feeling. Please give me a bit of help to make sure I do understand, you can select from this list of emotions the one that best describes what you're feeling:",please give me a bit of help to make sure i do understand you can select from this list of emotions the one that best describes what you're feeling,2.0,14,0.8572630882263184,2
"Thank you for letting me know. I completely understand how you are feeling and it must be so hard. Did your childhood-self feel pessimistic, depressed or even like a failure from time to time?",thank you for letting me know i totally understand how you feel and it must be so hard,2.0,22,0.6536409854888916,2
"I'm sorry to hear you aren't feeling well. So that I can help you better, could you tell me if a specific event caused you to feel this way? You can be open with me.",please tell me if a certain event or life experience caused you to feel this way please be open with me,2.0,25,0.6945589780807495,1
You must be hurting right now. Would you say that it was a recent or distant event (or events) that caused this emotion? I hope you did not suffer too much from this event.,i hope you didn't suffer too much,1.0,29,0.5590693950653076,1
"Thank you for being so open, I'm trying to determine the best way to help and know how hard it is to revisit recent painful events. Did you notice if there were unbearable emotions that came up from attempting protocol 9 (if you have attempted it), due to recent events? If this happened, I hope you didn't suffer too much from that exercise.","Thank you for being so open, I'm trying to determine the best way to help and know how hard it is to revisit recent painful events. Did you notice if there were unbearable emotions that came up from attempting protocol 9 (if you have attempted it), due to recent events? If this happened, I hope you didn't suffer too much from that exercise.",2.0,0,1.0,0
"I'm very sorry that you are going through this. Did you notice if there were unbearable emotions that came up from attempting protocol 10 (if you have attempted it), due to past events? If this happened, I hope you didn't suffer too much from that exercise.",do you notice any unbearable emotions that came up from attempting protocol 10? if this happened i hope you didn't suffer too much from that exercise,2.0,27,0.9238624572753906,3
"Thank you, I am sorry you're struggling right now and want to help. What I'd like to do now is ask a few questions about what's going on just so that I can better understand what's happening.",thank you i'm sorry you're struggling right now and i want to help,1.0,30,0.7031816244125366,3
I appreciate you sharing that with me. I'm in tune with your emotion and we will understand how to overcome it. Do you feel like {} had negative feelings toward your childhood-self?,I appreciate you sharing that with me. I'm in tune with your emotion and we will understand how to overcome it. Do you feel like {} had negative feelings toward your childhood-self?,2.0,0,1.0,1
"Brilliant! I am glad to hear that you are now feeling great. But because my job is to help people better handle difficult emotions, I have an unusual favor to ask in order to proceed the conversation. Can I ask you to recall a painful experience you had in the past?",brilliant i am glad you are feeling great but because of my job i have an unusual favor to ask in order to continue the conversation can i ask you to remember a painful experience you had in the past?,2.0,23,0.9148669838905334,4
Emotions can be difficult to overcome. I have collected some helpful tips to cope with negative feelings. Would you be interested in trying any of them?,i have collected some helpful tips on how to deal with negative feelings,1.0,20,0.7626516819000244,1
"You've done so well with this. Has this protocol made you feel better or worse? I really hope I hope the protocol helped you, but feel free to tell me if that's not the case. ",how did this protocol help you feel?,0.0,32,0.7396185398101807,1
"I'm so glad you're feeling better, I think this is great! Would you like to try something new? ",i'm so glad you're feeling better i think it's good,2.0,13,0.74187833070755,2
"I am sorry to hear that you feel worse. I have other suggestions that could help, if you like. ",i'm sorry to hear you feel worse i can make some suggestions if you want to help,2.0,14,0.9096869230270386,2
I am sorry that I cannot detect any defense mechanism from what you’ve told me. Would you like to end our conversation here or are you more willing to try again?,i'm sorry that i can't detect any defense mechanism from what you told me,1.0,22,0.7558197975158691,2
"Thank you, that's fine. I know this may be hard for you to discuss but your information has been very useful. Have you ever had a real fight with {}?",i know it may be hard for you to discuss but your information has been very useful,2.0,16,0.6256385445594788,2
"Thanks for sharing this, it's really helpful. Would you consider your childhood-self to have been excessively friendly to {}?",would you consider your childhood self to be overly friendly?,0.0,16,0.7895779609680176,1
