utterance,paraphrased,empathy,distance,similarity,grammatical_errors
"It is not easy to overcome difficult emotions. For more help, I've put together some tips on how to cope with negative feelings that you might find useful. Are you interested in trying some of them by any chance?",Do you want to try some of the tips on how to cope with negative feelings?,1.0,31,0.756773054599762,1
"Welcome back! Has this protocol made you feel better or worse? I really hope I hope the protocol helped you, but feel free to tell me if that's not the case. ",Do you think the protocol made you feel better or worse?,0.0,24,0.7319351434707642,0
"OK, that's great to hear. How about we try another one and see how we get on? ",We can try another one and see how it goes.,1.0,11,0.6783137321472168,0
"OK, don't worry, we have a few more that might work better for you. Maybe we should sit down together and try another protocol that might be more beneficial to you? ",We have more that might work better for you.,0.0,23,0.6926124691963196,0
"Unfortunately, I currently cannot fully understand what is going on beneath your feelings. Could you please allow me to restart the conversation or give it a try next time?","I can't fully understand what you're feeling, so I'm asking you to allow me to restart the conversation or give it a try next time.",1.0,12,0.8497319221496582,0
Thank you. I know this may be hard for you to discuss but your information has been very useful. Do you mind telling me if you have ever had a real fight with {}?,Do you want to tell me if you have ever had a fight with?,0.0,25,0.6120678186416626,0
"Thank you so much, this is really helpful. Do you think your childhood-self treats {} way too friendly sometimes?",This is really helpful and I would like to thank you for that.,2.0,17,0.3327069878578186,1
"Thanks, I fully understand your situation. I know it isn't always easy, but anything you can tell me will help me to better understand your situation. Can I also ask whether the feelings/attitudes your childhood-self has about {} are similar to any of their primary caregivers? For example, parents or relatives who take most of the responsibility of taking care of them during childhood.",Can I ask if your childhood-self is similar to any of their primary caregivers?,1.0,52,0.6852596998214722,0
 Thank you for your response. I would really like to understand your emotion better and give you a hand. Do you feel that your childhood-self can sometimes have some particular behaviors towards {} that can be seen as childlike or primitive?,I want to understand your emotion better and give you a hand.,1.0,30,0.6176120042800903,0
"Thanks for your sharing. I understand it may be difficult, but I would greatly appreciate it if you could share this with me. May I ask if you think your negative emotion results from your childhood-self’s interaction with someone else?",I would appreciate it if you could share it with me.,1.0,30,0.47081661224365234,0
"I understand, thank you for letting me know. So you find that your childhood-self has felt {} towards {} but kept it to themselves. Now I was wondering if your childhood-self is releasing this pent up emotions towards someone else?",I was wondering if your childhood-self was releasing its feelings towards someone else.,1.0,31,0.7888106107711792,0
"I am so sorry, but would you mind telling me whether your childhood-self has experienced some serious illness/ trauma that they might suffer from physical, sexual or psychological abuse? I understand that thinking about difficult events can be uncomfortable at times, but I will help you deal with difficult emotions and give you some suggestions later.","I am so sorry, but would you please tell me if your childhood has been scarred by physical, sexual or psychological abuse? I understand that thinking about difficult events can be uncomfortable at times, but I will help you deal with difficult emotions and give",2.0,18,0.8579410314559937,0
"Thank you for sharing your emotions. It sounds like your are {}, is that right? Please feel free to correct me if not.",I would like to know if it's right that you are.,0.0,22,0.2742116153240204,0
"I'm sorry, maybe I'm not the best at reading people. It would be really helpful if you could select an emotion below that truly reflects how you are feeling. If so please let me know by selecting it:","I'm sorry, but I'm not the best at reading people.",1.0,29,0.5197997093200684,0
"I understand, thank you for taking the time to answer that. I completely feel you, it must be difficult. Every once in a while, does your childhood-self feel miserable or feel defeated?",Thank you for taking the time to answer that.,1.0,24,0.290954053401947,0
"Thank you for letting me know, I am terribly sorry you are feeling that way. Did something happen to make you feel this way? You can be open with me.","I am terribly sorry you are feeling that way, but you can be open with me.",2.0,16,0.8235535621643066,0
"I'm sorry, that must have been hard. May I also ask if it was caused by a recent or distant event (or events)? Either way, I hope it wasn't too traumatic for you.","I hope it wasn't too traumatic for you, I'm sorry, that must have been hard.",2.0,31,0.8036377429962158,0
"Okay, thank you for that. Did you happen to try protocol 9 and do you think that may be why you are having these negative feelings? If this happened, I hope you didn't suffer too much from that exercise.","I hope you didn't suffer too much from that exercise, because I think that may be why you are having these negative feelings.",2.0,28,0.7695189714431763,0
"Thank you for sharing this with me, I understand it can be difficult. Have you tried protocol 10 recently and found it brought uncontrollable emotions stemming from past events back to life? If this happened, I hope you didn't suffer too much from that exercise.","I understand it can be difficult, but I hope you didn't suffer too much from that exercise.",2.0,30,0.5856943726539612,0
"I am sorry that you are hurting, please bear with me while I try to investigate this further. I am going to ask you some questions so we can get to the bottom of what is troubling you.",Please bear with me as I try to find out what is troubling you.,2.0,28,0.6155449151992798,0
"I appreciate you sharing that with me. I'm in tune with your emotion and we will understand how to overcome it. If you don't mind, do you have the feeling that {} has some negative attitude towards your childhood-self?",I will understand how to overcome it if you don't mind.,1.0,31,0.632135272026062,0
"That's good! I am happy to hear that you are feeling great now. I am sorry to bother you, but my job is to help people better handle difficult emotions, and in order to proceed the conversation, may I kindly ask you to recall a painful episode when you had difficult emotions in the past? ","I'm happy to hear that you're doing well, I'm sorry to bother you, but my job is to help people handle difficult emotions, and in order to proceed the conversation, I'm asking you to recall a painful episode when you had difficult emotions.",2.0,20,0.9452717304229736,0
I totally understand this situation and to be honest it's not easy to overcome negative feelings. But there are definitely some helpful tips that you may try. Would you like to take a look and try some protocols?,"It's not easy to overcome negative feelings, but there are some helpful tips that you can try.",2.0,25,0.6833875775337219,0
"Thank you and welcome back. How do you feel after completing this protocol, better or worse? I really hope I hope the protocol helped you, but feel free to tell me if that's not the case. ","I hope the protocol helped you, but I'm not sure if that's the case.",2.0,25,0.684715986251831,0
"I'm so glad you're feeling better, I think this is great! How about we try another one and see how we get on? ",I think we should try another one and see how it goes.,1.0,15,0.578700602054596,0
Sorry to hear you are feeling worse. How about we try another one and see how we get on with that one? ,We can try another one and see how it goes.,1.0,16,0.46746188402175903,0
I am currently unable to fully understand what is going on under your feelings. Could you please allow me to restart the conversation or give it a try next time?,"I'm unable to fully understand what you're feeling, so I'm asking you to allow me to restart the conversation or give it a try next time.",1.0,12,0.8528780341148376,0
"I know this may be hard for you to discuss but your information has been very useful. May I further ask whether you have had an extreme conflict with {}, for example, a fight?","I would like to know if you have had an extreme conflict with, for example, a fight.",1.0,23,0.7979248762130737,0
"Thank you for sharing, it helps me understand what you've been going through. Do you think your childhood-self treated {} in an excessively friendly manner?","It helps me understand what you've been through, thank you for sharing.",1.0,18,0.5515347719192505,0
"Thank you for the response, it is good to know that. I know it isn't always easy, but anything you can tell me will help me to better understand your situation. May I ask, does your childhood-self have similar emotions towards {} to their primary caregivers?","It is good to know that, I know it isn't always easy, but anything you can tell me will help me better understand your situation.",2.0,23,0.578984260559082,0
 Thank you for your response. I would really like to understand your emotion better and give you a hand. Do you think that your childhood-self behave more childlike to {}?,I want to understand your emotion better and give you a hand.,1.0,19,0.6500930786132812,0
"Thanks for your reply. If it's okay to proceed, could you please tell me whether this negative emotion is related more or less to your childhood-self’s interaction with someone else?",I would like to know if this negative emotion is related to your childhood interaction with someone else.,1.0,19,0.8274308443069458,0
"Okay, thank you for your response. Having your childhood-self not expressing your {} towards {}, if you don't mind, could you please tell me whether your childhood-self has expressed this negative emotion towards someone else?","If you don't mind, could you please tell me if your childhood-self has expressed this negative emotion towards someone else?",1.0,17,0.9109110832214355,0
"Thank you, I really appreciate your cooperation. Has your childhood-self ever gone through some serious illness or maybe trauma, such as suffering from physical, sexual or psychological abuse? I know that thinking about difficult events from your past can be very uncomfortable, but I am here for you to understand your situation better.","I really appreciate your cooperation, and I am here to help you understand your past.",2.0,44,0.5761487483978271,0
"Thank you, I just want to make sure that we are on the same page. If I understand correctly you're feeling {}, is that correct? Please feel free to correct me if not.",I just want to make sure that we are on the same page.,0.0,20,0.6127455830574036,0
My apologies for misunderstanding how you are actually feeling. It would be really helpful if you could select an emotion below that truly reflects how you are feeling. If so please let me know by selecting it:,It would be helpful if you could select an emotion that reflects how you are feeling.,2.0,21,0.8006505966186523,0
Thank you for your answer. May I ask whether your childhood-self falls into periods of depressive thoughts or feelings of being a failure from time to time?,I would like to know if you fall into periods of depression or feelings of being a failure from time to time.,1.0,15,0.7690790891647339,0
"Thank you for letting me know, I am terribly sorry you are feeling that way. Could this have to do with a specific event? You can be open with me.","I am terribly sorry that you are feeling that way, but you can be open with me.",2.0,18,0.6879793405532837,0
"You must be hurting right now. Do you think something recent caused this feeling, or was it something more distant? I hope you did not suffer too much from this event.",I hope you don't suffer too much from this event.,1.0,22,0.6153971552848816,0
"Okay, thank you for that. Did you attempt protocol 9 and, if so, did looking back at this recent event reopen wounds that caused an outburst of emotions? If this happened, I hope you didn't suffer too much from that exercise.","If this happened, I hope you didn't suffer too much from that exercise.",2.0,28,0.632284939289093,0
"I'm very sorry that you are going through this. Were you able to attempt protocol 10, and if so, did you feel like the protocol brought up the same difficult emotions that you experienced in the past? If this happened, I hope you didn't suffer too much from that exercise.",I hope you didn't suffer too much from that exercise because I'm very sorry that you are going through it.,2.0,47,0.6020872592926025,0
"I am sorry that you are hurting, please bear with me while I try to investigate this further. If it's okay, I'm going to ask a few questions to get a better understanding of what you're going through.",Please bear with me as I try to understand what you're going through.,1.0,28,0.6320472955703735,0
"Thank you so much for sharing, I really appreciate it. I'm in tune with your emotion and we will understand how to overcome it. Now, I have some more questions that I would like to ask, as I hope it will help me understand your situation better. Do you think your childhood-self felt some negative attitudes from {} towards them?",I'm in tune with your emotion and I hope it will help me understand your situation better.,1.0,43,0.6037082672119141,0
"It's very nice for me to see you feel so good today!! Life has ups and downs and it is great to learn to overcome less fortunate moments and to enjoy the nice days. As we are happy right now,  in order to proceed the conversation, do you mind trying to recall a time when you dealt with some negative emotions?",It's nice to see that you're doing well and that you're enjoying the nice days.,2.0,53,0.6259315013885498,0
"I understand you are facing difficulties. Based on what you've told me, I've selected some protocols that may be helpful to you. Please could you take a look and try some of them?","I've put together some protocols that may be helpful to you, please take a look and try them.",1.0,21,0.7617813348770142,0
"Thank you, I hope that was helpful to you. Has this protocol made you feel better or worse? I really hope I hope the protocol helped you, but feel free to tell me if that's not the case. ","I hope the protocol helped you, but I want to know if it made you feel better or worse.",2.0,32,0.8158299922943115,0
"I'm so glad you're feeling better, I think this is great! Would you like to continue with another protocol? ","I think you're doing well, would you like to continue with another protocol?",1.0,10,0.7696870565414429,0
I am really sorry to hear that. Maybe we should sit down together and try another protocol that might be more beneficial to you? ,I think we should try another protocol that might be more beneficial to you.,1.0,12,0.8589295148849487,0
"Thank you for your response, but I’m sorry I failed to detect any defense mechanism. Do you want to restart the conversation and provide me with more details?","I am sorry I failed to detect any defense mechanism, but do you want to restart the conversation?",2.0,17,0.9133737087249756,0
"Alright, thank you. I know this may be hard for you to discuss but your information has been very useful. Now I was wondering if you have ever fought with {}?",I was wondering if you have ever fought with someone?,0.0,22,0.5678010582923889,0
"Thank you for sharing, it helps me understand what you've been going through. Did your childhood-self treat {} in an overly friendly way?","It helps me understand what you've been through, thanks for sharing.",1.0,17,0.6202496886253357,0
"Thanks, I appreciate your answer. I know it isn't always easy, but anything you can tell me will help me to better understand your situation. Are the feelings/attitudes your childhood-self embodied towards {} somehow related to any of their primary guardians (such as caregivers or parents who take the most responsibility about them when they were little)?","I appreciate your answer, I know it isn't always easy, but anything you can tell me will help me better understand your situation.",2.0,35,0.5299322605133057,0
"Alright, thank you for that. I would really like to understand your emotion better and give you a hand.  Do you think that your childhood-self behaved more childlike or primitive when dealing with {}?",I want to understand your emotion better and give you a hand.,1.0,23,0.5981931686401367,0
"Thank you for telling me that. If it's okay with you, may I ask, is there any person who made your childhood-self have this kind of negative feelings?","If it's okay with you, I'd like to know if anyone made you have negative feelings when you were a child.",2.0,23,0.7560591697692871,0
"Okay, thank you for your response. Considering your childhood-self has felt {} about {}, but not expressed it. Is it possible that your childhood-self expresses it to someone else?",Is it possible that your childhood-self expresses it to someone else?,1.0,18,0.8633275032043457,0
"Thank you, I really appreciate your cooperation. I completely feel you, thinking about events where you suffered may hurt sometimes. Has your childhood-self ever suffer from some serious illness or trauma that people abused them physically, sexually, or psychologically?",Have you ever suffered a serious illness or trauma as a result of being abused?,0.0,33,0.6397299766540527,0
"Thank you for sharing. From what you've told me, it sounds like you're feeling {}, is this right? Please feel free to correct me if not.","If you don't feel right, please let me know.",0.0,23,0.4952102601528168,0
"I am sorry, perhaps I misunderstood how you are feeling. If you could, please tell me how you're feeling by selecting from the list below: If so please let me know by selecting it:",Please tell me how you're feeling by selecting from the list below.,1.0,24,0.7303386926651001,0
"I understand, thank you for taking the time to answer that. It must be very difficult for you right now. I completely understand how you feel. Does your childhood-self sometimes feel depressed or like a failure?","Thank you for taking the time to answer that, it must be very difficult for you right now.",1.0,21,0.48631876707077026,0
"Thank you for letting me know, I am terribly sorry you are feeling that way. Can you tell me if a specific event may have caused that? If so, I hope it wasn't too difficult for you.","I'm terribly sorry you're feeling that way, but can you tell me if a specific event caused it?",2.0,26,0.8638097047805786,0
"You must be hurting right now. Do you think something recent caused this feeling, or was it something more distant? Either way, I hope it wasn't too traumatic for you.",I hope it wasn't too traumatic for you because you must be hurting right now.,1.0,29,0.8344007134437561,0
"Thank you for being so open, I'm trying to determine the best way to help and know how hard it is to revisit recent painful events. Have you tried protocol 9, and did it cause you to feel any negative emotions? If this happened, I hope you didn't suffer too much from that exercise.","I'm trying to figure out the best way to help and know how hard it is to revisit painful events, thanks for being so open.",2.0,38,0.6107698678970337,0
"I'm very sorry that you are going through this. Did you try to complete protocol 10 and it resulted in reawakening some bad feelings due to things that happened in the past? If this happened, I hope you didn't suffer too much from that exercise.","I'm sorry that you're going through this, but I hope you didn't suffer too much from the exercise.",2.0,31,0.6964927315711975,0
"I am sorry that you are hurting, please bear with me while I try to investigate this further. What I'd like to do now is ask a few questions about what's going on just so that I can better understand what's happening.","Please bear with me while I try to understand what's going on, I'd like to ask a few questions.",2.0,29,0.6562318801879883,0
"It is nice of you to share that with me. I'm in tune with your emotion and we will understand how to overcome it. If you agree, I would like to ask you some more questions so I can better understand your situation. Have you noticed that {} has a negative attitude toward your childhood-self?","If you agree, I would like to ask you some more questions so I can better understand your situation.",1.0,36,0.5484848618507385,1
"Brilliant, I’m glad to hear that you sound positive now! But it is also good to learn how to handle negative emotions. In order to proceed our conversation, would you mind recalling a painful episode when you had difficult feelings? ","It is good to learn how to handle negative emotions, but I would like to know if you recall a painful episode when you had difficult feelings.",2.0,24,0.8177782297134399,0
"I feel sorry for your situation. I understand that it might not be easy to overcome difficult emotions. For more help, I've put together some tips on how to cope with negative feelings that you might find useful. Can I ask if you would be interested in trying with some of them by any chance?",I've put together some tips on how to deal with negative feelings that you might find useful.,1.0,39,0.7316968441009521,0
"Thank you, I hope that was helpful to you. Now that the protocol is finished, do you feel any differently to how you felt beforehand? I really hope I hope the protocol helped you, but feel free to tell me if that's not the case. ","I hope the protocol helped you, but I'm not sure if that's the case.",2.0,34,0.7293919324874878,0
"I'm so glad you're feeling better, I think this is great! Would you like to try something new now? ",Would you like to try something new now that you're feeling better?,1.0,16,0.8201426267623901,0
"Not every protocol works for everyone, and that's okay, I would recommend not giving up and trying again. Would you like to try again with a different one? ","I recommend not giving up and trying again, because not every protocol works for everyone.",0.0,21,0.8346208333969116,0
"My apologies, but I am unable to detect any defense mechanism from what you’ve told me. Would you prefer to end the conversation now or play it again?",I am unable to detect any defense mechanism from what you have told me.,1.0,17,0.7034034729003906,0
"I understand, thanks. I know this may be hard for you to discuss but your information has been very useful. Have you have ever fought with {}?",I am aware that it may be hard for you to discuss but your information has been very useful.,1.0,12,0.610878586769104,1
"Okay, thank you for your honesty. I understand your childhood-self felt negative emotions towards {}, but has it happened that your childhood-self treated {} in an excessively friendly manner?","Thank you for your honesty, but I wonder if your childhood-self treated  in an excessively friendly manner?",2.0,17,0.767568826675415,1
"Thank you, I know it isn't always easy, but anything you can tell me will help me to better understand your situation. Is the feelings/attitudes your childhood-self have about {} similar to any of their primary caregivers (such as parents or relatives who take the most of the responsibility of taking care of them when they were little)?","I know it isn't always easy, but anything you can tell me will help me understand your situation.",2.0,40,0.5128018260002136,0
"Alright, thank you for that. I would really like to understand your emotion better and give you a hand. Then I would like to ask if your childhood-self behaviors are, to some extent, more childlike or primitive with respect to {}?",I would like to understand your emotion better and ask if your childhood self behaviors are more primitive.,1.0,28,0.8593918085098267,0
"Wonderful, thanks for your sharing. I understand it may be difficult, but I would greatly appreciate it if you could share this with me. May I ask, are your childhood-self's current feelings due to something that happened with a specific person?","I would appreciate it if you could share this with me, but I understand it may be difficult.",2.0,30,0.6559189558029175,0
"Thank you for opening up to me. I'd like to help you understand your negative thoughts. From what you said, your childhood-self has felt but not expressed {} towards {}, but has your childhood-self taken it out on another person?","I would like to help you understand your negative thoughts, because from what you said, your childhood-self has felt but not expressed  towards, but has your childhood-self taken it out on another person?",2.0,14,0.9287374019622803,1
"It can be uncomfortable to think about difficult events that have occurred. But I am here for you to understand your situation better, I hope you don’t mind me asking if your childhood-self has ever experience some serious illness or trauma, for example, was your childhood-self ever abused physically, sexually, or psychologically by others?","I hope you don't mind me asking if your childhood-self was ever abused, because I want you to understand your situation better.",2.0,43,0.7198746800422668,0
"Thank you for opening up to me. From what you have told me I would say that you are feeling {} right now, does that sound about right? Please feel free to correct me if not.","I would say that you are feeling good, but do that sound right?",2.0,26,0.5940264463424683,0
"I am sorry, perhaps I misunderstood how you are feeling. Please give me a bit of help to make sure I do understand, you can select from this list of emotions the one that best describes what you're feeling:","I'm sorry, but I'm not sure how you're feeling, I need some help to understand.",2.0,36,0.6106913089752197,0
"Thank you for letting me know. I completely understand how you are feeling and it must be so hard. Did your childhood-self feel pessimistic, depressed or even like a failure from time to time?",I understand how hard it is to be depressed and pessimistic as a child.,1.0,28,0.7320934534072876,0
"I'm sorry to hear you aren't feeling well. So that I can help you better, could you tell me if a specific event caused you to feel this way? You can be open with me.","Can you tell me if a specific event caused you to feel this way, so that I can help you better?",1.0,24,0.8184107542037964,0
You must be hurting right now. Would you say that it was a recent or distant event (or events) that caused this emotion? I hope you did not suffer too much from this event.,Do you think it was a recent or distant event that caused this emotion?,1.0,22,0.7698032855987549,0
"Thank you for being so open, I'm trying to determine the best way to help and know how hard it is to revisit recent painful events. Did you notice if there were unbearable emotions that came up from attempting protocol 9 (if you have attempted it), due to recent events? If this happened, I hope you didn't suffer too much from that exercise.",I'm trying to figure out the best way to help and know how hard it is to get over recent painful events.,1.0,47,0.6052734851837158,0
"I'm very sorry that you are going through this. Did you notice if there were unbearable emotions that came up from attempting protocol 10 (if you have attempted it), due to past events? If this happened, I hope you didn't suffer too much from that exercise.","I'm sorry that you are going through this, but I hope you don't suffer too much from that exercise.",2.0,30,0.5800178050994873,0
"Thank you, I am sorry you're struggling right now and want to help. What I'd like to do now is ask a few questions about what's going on just so that I can better understand what's happening.",I would like to ask a few questions so that I can better understand what's happening.,1.0,22,0.6914657354354858,0
I appreciate you sharing that with me. I'm in tune with your emotion and we will understand how to overcome it. Do you feel like {} had negative feelings toward your childhood-self?,I'm in tune with your emotion and we will understand how to overcome it.,1.0,18,0.6933333277702332,1
"Brilliant! I am glad to hear that you are now feeling great. But because my job is to help people better handle difficult emotions, I have an unusual favor to ask in order to proceed the conversation. Can I ask you to recall a painful experience you had in the past?","I have an unusual favor to ask in order to proceed the conversation, because my job is to help people better handle difficult emotions.",2.0,38,0.7341048121452332,0
Emotions can be difficult to overcome. I have collected some helpful tips to cope with negative feelings. Would you be interested in trying any of them?,Would you like to try any of the tips?,0.0,23,0.2151128649711609,0
"You've done so well with this. Has this protocol made you feel better or worse? I really hope I hope the protocol helped you, but feel free to tell me if that's not the case. ",Do you think the protocol made you feel better or worse?,0.0,28,0.7899329662322998,0
"I'm so glad you're feeling better, I think this is great! Would you like to try something new? ",Would you like to try something new?,0.0,11,0.6480915546417236,0
"I am sorry to hear that you feel worse. I have other suggestions that could help, if you like. ","If you like, I have other suggestions that could help.",1.0,12,0.533394992351532,0
I am sorry that I cannot detect any defense mechanism from what you’ve told me. Would you like to end our conversation here or are you more willing to try again?,"I am sorry, but I can't detect any defense mechanism from what you've told me.",1.0,20,0.7688977122306824,0
"Thank you, that's fine. I know this may be hard for you to discuss but your information has been very useful. Have you ever had a real fight with {}?",Have you ever had a fight with someone?,0.0,23,0.4283024072647095,0
"Thanks for sharing this, it's really helpful. Would you consider your childhood-self to have been excessively friendly to {}?","Thanks for sharing, it's really helpful.",2.0,14,0.47672039270401,0
"Thank you, I know it isn't always easy, but anything you can tell me will help me to better understand your situation. Is your childhood-self's feelings towards {} same to any of their parents/relatives who took care of you primarily when they were little?","I want to know if your childhood-self's feelings towards your parents/relatives are the same, I know it isn't always easy, but anything you can tell me will help me to better understand your situation.",2.0,36,0.8865433931350708,0
"Alright, thank you for that. I would really like to understand your emotion better and give you a hand. Would you mind sharing if your childhood-self behaviors become more childlike with respect to {}?",I want to understand your emotion better and give you a hand.,1.0,23,0.6057389378547668,0
"Okay, thanks for that. Do you mind telling if this negative emotion has something to do with your childhood-self's interaction with someone else? Maybe there are more than one person?",Is it possible that this negative emotion has something to do with your interaction with someone else?,1.0,17,0.7919047474861145,0
"I understand, thank you for letting me know. So your childhood-self felt {} towards {} but has not expressed it. Then I was wondering if it's possible that your childhood-self is now expressing it towards someone else?",I was wondering if it's possible that your childhood-self is now expressing it towards someone else.,1.0,22,0.830965518951416,0
"Thank you, I really appreciate your cooperation. Has your childhood-self ever experienced some serious illness/ trauma that people abused them physically, sexually, psychologically? I understand that thinking about difficult events can be uncomfortable at times, but I will help you deal with difficult emotions and give you some suggestions later.",I will help you deal with difficult emotions and give you some suggestions later.,1.0,36,0.552578330039978,0
"Thank you for your openness. I think that perhaps you are feeling {}, do you think that's true? Please feel free to correct me if not.",I would like to know if you think that's true.,1.0,22,0.48569634556770325,0
"I apologise, I must have misunderstood. Can you let me know how you feel by choosing the correct emotion from the list below? If so please let me know by selecting it:",Can you tell me how you feel by selecting the correct emotion from the list?,1.0,20,0.6884158849716187,0
"It must be so hard for you to feel the way you do. I totally understand how you feel. When you look back on your childhood-self, do you think your childhood-self feels depressed or feels like a failure?",Do you think your childhood-self feels depressed or like a failure?,1.0,28,0.8691422343254089,0
"Sorry to hear that, I can relate. Can you tell me if this was caused by a specific event/s? If so, I hope it wasn't too difficult for you.",Can you tell me if it was caused by a specific event?,1.0,19,0.7544503211975098,0
"You must be hurting right now. Would you say that it was a recent or distant event (or events) that caused this emotion? Either way, I hope it wasn't too traumatic for you.","I hope it wasn't too traumatic for you, because you must be hurting right now.",1.0,32,0.7934659719467163,0
"I'm very sorry that you are going through this. Have you tried going through protocol 9 recently and, as a result, had uncontrolled emotions that were rekindled by things that happened in the recent past? If this happened, I hope you didn't suffer too much from that exercise.",I'm sorry that you're going through this and I hope you don't suffer too much from that exercise.,2.0,33,0.6186281442642212,0
"I'm very sorry that you are going through this. Did you attempt protocol 10 and, if so, did you have negative thoughts about the past which caused your mind to get stuck in that event? If this happened, I hope you didn't suffer too much from that exercise.",I hope you didn't suffer too much from that exercise if you had negative thoughts about the past.,2.0,41,0.7528383135795593,0
"I am sorry that you are hurting, please bear with me while I try to investigate this further. If it's okay, I'm going to ask a few questions to get a better understanding of what you're going through.",Please bear with me as I try to understand what you're going through.,1.0,28,0.6320472955703735,0
"Your sharing is greatly appreciated. I'm in tune with your emotion and we will understand how to overcome it. If you agree, I would like to ask some more questions so I can better understand your situation. Do you think that {} has a negative attitude towards your childhood-self?","If you agree, I would like to ask some more questions so I can better understand your situation.",1.0,31,0.5321031808853149,1
"That's wonderful, I'm glad to hear you're feeling great! But my job is to help people better handle difficult emotions, so I have an unusual favor to ask in order to proceed the conversation. Could you please try to recall a painful episode when you had difficult emotions in the past, if it is ok with you?","That's great, I'm glad to hear you're doing well, but I have an unusual favor to ask you in order to proceed the conversation.",2.0,39,0.5193619728088379,0
"Overcoming difficult emotions is not easy. For more help, I've put together some tips on how to deal with negative emotions that may be useful to you. Are you interested in trying some of these?",I have put together some tips on how to deal with negative emotions that may be useful to you.,1.0,18,0.8382896780967712,0
